git_hash=280a4d3,max_arr_sz=12500000000
n,duration_ns
6750000002,825000.000000
6875000002,915000.000000
7000000002,826000.000000
7125000002,927000.000000
7250000002,912000.000000
7375000002,817000.000000
7500000002,872000.000000
7625000002,734000.000000
7750000002,851000.000000
7875000002,867000.000000
8000000002,831000.000000
8125000002,849000.000000
8250000002,675000.000000
8375000002,756000.000000
8500000002,635000.000000
8625000002,635000.000000
8750000002,690000.000000
8875000002,724000.000000
9000000002,673000.000000
9125000002,716000.000000
9250000002,701000.000000
9375000002,726000.000000
9500000002,621000.000000
9625000002,743000.000000
9750000002,766000.000000
9875000002,663000.000000
10000000002,805000.000000
10125000002,661000.000000
10250000002,772000.000000
10375000002,789000.000000
10500000002,762000.000000
10625000002,765000.000000
10750000002,829000.000000
10875000002,754000.000000
11000000002,814000.000000
11125000002,721000.000000
11250000002,759000.000000
11375000002,837000.000000
11500000002,726000.000000
11625000002,931000.000000
11750000002,786000.000000
11875000002,878000.000000
12000000002,589000.000000
12125000002,788000.000000
12250000002,574000.000000
12375000002,1004000.000000
2,586000.000000
125000002,792000.000000
250000002,951000.000000
375000002,755000.000000
500000002,851000.000000
625000002,699000.000000
750000002,659000.000000
875000002,895000.000000
1000000002,575000.000000
1125000002,707000.000000
1250000002,757000.000000
1375000002,714000.000000
1500000002,925000.000000
1625000002,681000.000000
1750000002,733000.000000
1875000002,856000.000000
2000000002,699000.000000
2125000002,778000.000000
2250000002,578000.000000
2375000002,913000.000000
2500000002,836000.000000
2625000002,530000.000000
2750000002,895000.000000
2875000002,762000.000000
3000000002,853000.000000
3125000002,967000.000000
3250000002,821000.000000
3375000002,939000.000000
3500000002,768000.000000
3625000002,872000.000000
3750000002,998000.000000
3875000002,692000.000000
4000000002,775000.000000
4125000002,781000.000000
4250000002,552000.000000
4375000002,841000.000000
4500000002,716000.000000
4625000002,793000.000000
4750000002,774000.000000
4875000002,731000.000000
5000000002,808000.000000
5125000002,740000.000000
5250000002,796000.000000
5375000002,614000.000000
5500000002,769000.000000
5625000002,743000.000000
5750000002,743000.000000
5875000002,800000.000000
6000000002,655000.000000
6125000002,679000.000000
6250000002,786000.000000
6375000002,712000.000000
6500000002,786000.000000
6625000002,864000.000000
6750000002,736000.000000
6875000002,807000.000000
7000000002,668000.000000
7125000002,721000.000000
7250000002,850000.000000
7375000002,814000.000000
7500000002,826000.000000
7625000002,725000.000000
7750000002,769000.000000
7875000002,840000.000000
8000000002,717000.000000
8125000002,864000.000000
8250000002,711000.000000
8375000002,774000.000000
8500000002,824000.000000
8625000002,700000.000000
8750000002,757000.000000
8875000002,643000.000000
9000000002,740000.000000
9125000002,769000.000000
9250000002,731000.000000
9375000002,802000.000000
9500000002,727000.000000
9625000002,711000.000000
9750000002,863000.000000
9875000002,705000.000000
10000000002,746000.000000
10125000002,739000.000000
10250000002,716000.000000
10375000002,801000.000000
10500000002,747000.000000
10625000002,887000.000000
10750000002,790000.000000
10875000002,735000.000000
11000000002,950000.000000
11125000002,791000.000000
11250000002,798000.000000
11375000002,850000.000000
11500000002,744000.000000
11625000002,783000.000000
11750000002,701000.000000
11875000002,791000.000000
12000000002,838000.000000
12125000002,746000.000000
12250000002,816000.000000
12375000002,657000.000000
2,641000.000000
125000002,774000.000000
250000002,897000.000000
375000002,612000.000000
500000002,765000.000000
625000002,664000.000000
750000002,740000.000000
875000002,821000.000000
1000000002,704000.000000
1125000002,854000.000000
1250000002,683000.000000
1375000002,800000.000000
1500000002,823000.000000
1625000002,693000.000000
1750000002,867000.000000
1875000002,834000.000000
2000000002,685000.000000
2125000002,798000.000000
2250000002,996000.000000
2375000002,728000.000000
2500000002,878000.000000
2625000002,909000.000000
2750000002,757000.000000
2875000002,820000.000000
3000000002,789000.000000
3125000002,733000.000000
3250000002,710000.000000
3375000002,775000.000000
3500000002,912000.000000
3625000002,844000.000000
3750000002,888000.000000
3875000002,676000.000000
4000000002,855000.000000
4125000002,701000.000000
4250000002,713000.000000
4375000002,773000.000000
4500000002,841000.000000
4625000002,746000.000000
4750000002,661000.000000
4875000002,759000.000000
5000000002,790000.000000
5125000002,669000.000000
5250000002,809000.000000
5375000002,674000.000000
5500000002,735000.000000
5625000002,917000.000000
5750000002,800000.000000
5875000002,951000.000000
6000000002,740000.000000
6125000002,764000.000000
6250000002,922000.000000
6375000002,764000.000000
6500000002,822000.000000
6625000002,903000.000000
6750000002,810000.000000
6875000002,768000.000000
7000000002,735000.000000
7125000002,788000.000000
7250000002,902000.000000
7375000002,754000.000000
7500000002,786000.000000
7625000002,682000.000000
7750000002,770000.000000
7875000002,865000.000000
8000000002,478000.000000
8125000002,728000.000000
8250000002,655000.000000
8375000002,928000.000000
8500000002,815000.000000
8625000002,774000.000000
8750000002,762000.000000
8875000002,710000.000000
9000000002,428000.000000
9125000002,797000.000000
9250000002,658000.000000
9375000002,900000.000000
9500000002,820000.000000
9625000002,801000.000000
9750000002,890000.000000
9875000002,749000.000000
10000000002,836000.000000
10125000002,756000.000000
10250000002,793000.000000
10375000002,579000.000000
10500000002,850000.000000
10625000002,829000.000000
10750000002,894000.000000
10875000002,830000.000000
11000000002,808000.000000
11125000002,695000.000000
11250000002,865000.000000
11375000002,961000.000000
11500000002,697000.000000
11625000002,918000.000000
11750000002,612000.000000
11875000002,836000.000000
12000000002,916000.000000
12125000002,775000.000000
12250000002,858000.000000
12375000002,775000.000000
2,776000.000000
125000002,827000.000000
250000002,866000.000000
375000002,745000.000000
500000002,872000.000000
625000002,776000.000000
750000002,831000.000000
875000002,874000.000000
1000000002,796000.000000
1125000002,844000.000000
1250000002,774000.000000
1375000002,811000.000000
1500000002,834000.000000
1625000002,772000.000000
1750000002,820000.000000
1875000002,1016000.000000
2000000002,675000.000000
2125000002,863000.000000
2250000002,689000.000000
2375000002,552000.000000
2500000002,798000.000000
2625000002,811000.000000
2750000002,638000.000000
2875000002,642000.000000
3000000002,717000.000000
3125000002,836000.000000
3250000002,726000.000000
3375000002,839000.000000
3500000002,638000.000000
3625000002,693000.000000
3750000002,806000.000000
3875000002,711000.000000
4000000002,767000.000000
4125000002,731000.000000
4250000002,747000.000000
4375000002,790000.000000
4500000002,740000.000000
4625000002,771000.000000
4750000002,726000.000000
4875000002,731000.000000
5000000002,784000.000000
5125000002,495000.000000
5250000002,833000.000000
5375000002,667000.000000
5500000002,655000.000000
5625000002,892000.000000
5750000002,512000.000000
5875000002,701000.000000
6000000002,726000.000000
6125000002,686000.000000
6250000002,800000.000000
6375000002,670000.000000
6500000002,819000.000000
6625000002,812000.000000
6750000002,699000.000000
6875000002,837000.000000
7000000002,773000.000000
7125000002,823000.000000
7250000002,844000.000000
7375000002,772000.000000
7500000002,804000.000000
7625000002,815000.000000
7750000002,774000.000000
7875000002,730000.000000
8000000002,711000.000000
8125000002,832000.000000
8250000002,676000.000000
8375000002,907000.000000
8500000002,821000.000000
8625000002,694000.000000
8750000002,875000.000000
8875000002,638000.000000
9000000002,677000.000000
9125000002,798000.000000
9250000002,746000.000000
9375000002,798000.000000
9500000002,637000.000000
9625000002,723000.000000
9750000002,834000.000000
9875000002,614000.000000
10000000002,676000.000000
10125000002,371000.000000
10250000002,684000.000000
10375000002,850000.000000
10500000002,711000.000000
10625000002,788000.000000
10750000002,740000.000000
10875000002,739000.000000
11000000002,765000.000000
11125000002,563000.000000
11250000002,635000.000000
11375000002,838000.000000
11500000002,527000.000000
11625000002,823000.000000
11750000002,670000.000000
11875000002,833000.000000
12000000002,962000.000000
12125000002,758000.000000
12250000002,761000.000000
12375000002,734000.000000
2,625000.000000
125000002,762000.000000
250000002,607000.000000
375000002,732000.000000
500000002,834000.000000
625000002,649000.000000
750000002,724000.000000
875000002,948000.000000
1000000002,743000.000000
1125000002,760000.000000
1250000002,728000.000000
1375000002,738000.000000
1500000002,1050000.000000
1625000002,802000.000000
1750000002,731000.000000
1875000002,805000.000000
2000000002,700000.000000
2125000002,744000.000000
2250000002,600000.000000
2375000002,669000.000000
2500000002,854000.000000
2625000002,704000.000000
2750000002,789000.000000
2875000002,692000.000000
3000000002,752000.000000
3125000002,810000.000000
3250000002,764000.000000
3375000002,893000.000000
3500000002,625000.000000
3625000002,720000.000000
3750000002,840000.000000
3875000002,752000.000000
4000000002,760000.000000
4125000002,647000.000000
4250000002,552000.000000
4375000002,726000.000000
4500000002,646000.000000
4625000002,752000.000000
4750000002,614000.000000
4875000002,1009000.000000
5000000002,777000.000000
5125000002,666000.000000
5250000002,754000.000000
5375000002,698000.000000
5500000002,734000.000000
5625000002,820000.000000
5750000002,710000.000000
5875000002,704000.000000
6000000002,667000.000000
6125000002,733000.000000
6250000002,960000.000000
6375000002,748000.000000
6500000002,851000.000000
6625000002,864000.000000
6750000002,791000.000000
6875000002,847000.000000
7000000002,683000.000000
7125000002,881000.000000
7250000002,795000.000000
7375000002,841000.000000
7500000002,591000.000000
7625000002,439000.000000
7750000002,735000.000000
7875000002,749000.000000
8000000002,977000.000000
8125000002,896000.000000
8250000002,663000.000000
8375000002,674000.000000
8500000002,791000.000000
8625000002,659000.000000
8750000002,759000.000000
8875000002,709000.000000
9000000002,724000.000000
9125000002,795000.000000
9250000002,727000.000000
9375000002,736000.000000
9500000002,645000.000000
9625000002,700000.000000
9750000002,791000.000000
9875000002,677000.000000
10000000002,736000.000000
10125000002,658000.000000
10250000002,764000.000000
10375000002,776000.000000
10500000002,777000.000000
10625000002,730000.000000
10750000002,805000.000000
10875000002,710000.000000
11000000002,785000.000000
11125000002,694000.000000
11250000002,738000.000000
11375000002,857000.000000
11500000002,714000.000000
11625000002,531000.000000
11750000002,638000.000000
11875000002,744000.000000
12000000002,929000.000000
12125000002,695000.000000
12250000002,756000.000000
12375000002,644000.000000
